# Program:featureCounts v1.6.2; Command:"/work/02238/strader/lonestar/subread-1.6.2-source/bin/featureCounts" "-T" "5" "-M" "-O" "-a" "/scratch/02238/strader/Spurp/genome/Strongylocentrotus_purpuratus.Spur_3.1.39_pro.gtf" "-t" "gene" "-g" "gene_id" "-o" "MEDIP_proCounts_10July2018.txt" "BB1_BL__cleaned_Sorted_dupsRemoved.bam" "BB1_G__cleaned_Sorted_dupsRemoved.bam" "BB1_PR__cleaned_Sorted_dupsRemoved.bam" "BB2_BL__cleaned_Sorted_dupsRemoved.bam" "BB2_G__cleaned_Sorted_dupsRemoved.bam" "BB2_PR__cleaned_Sorted_dupsRemoved.bam" "BB3_BL__cleaned_Sorted_dupsRemoved.bam" "BB3_G__cleaned_Sorted_dupsRemoved.bam" "BB3_PR__cleaned_Sorted_dupsRemoved.bam" "BR1_BL__cleaned_Sorted_dupsRemoved.bam" "BR1_G__cleaned_Sorted_dupsRemoved.bam" "BR1_PR__cleaned_Sorted_dupsRemoved.bam" "BR2_BL__cleaned_Sorted_dupsRemoved.bam" "BR2_PR__cleaned_Sorted_dupsRemoved.bam" "BR3_BL__cleaned_Sorted_dupsRemoved.bam" "BR3_G__cleaned_Sorted_dupsRemoved.bam" "BR3_PR__cleaned_Sorted_dupsRemoved.bam" "RB1_BL__cleaned_Sorted_dupsRemoved.bam" "RB1_G__cleaned_Sorted_dupsRemoved.bam" "RB1_PR__cleaned_Sorted_dupsRemoved.bam" "RB2_BL__cleaned_Sorted_dupsRemoved.bam" "RB2_G__cleaned_Sorted_dupsRemoved.bam" "RB2_PR__cleaned_Sorted_dupsRemoved.bam" "RB3_BL__cleaned_Sorted_dupsRemoved.bam" "RB3_G__cleaned_Sorted_dupsRemoved.bam" "RB3_PR__cleaned_Sorted_dupsRemoved.bam" "RR1_BL__cleaned_Sorted_dupsRemoved.bam" "RR1_G__cleaned_Sorted_dupsRemoved.bam" "RR1_PR__cleaned_Sorted_dupsRemoved.bam" "RR2_BL__cleaned_Sorted_dupsRemoved.bam" "RR2_G__cleaned_Sorted_dupsRemoved.bam" "RR2_PR__cleaned_Sorted_dupsRemoved.bam" "RR3_BL__cleaned_Sorted_dupsRemoved.bam" "RR3_G__cleaned_Sorted_dupsRemoved.bam" "RR3_PR__cleaned_Sorted_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	BB1_BL__cleaned_Sorted_dupsRemoved.bam	BB1_G__cleaned_Sorted_dupsRemoved.bam	BB1_PR__cleaned_Sorted_dupsRemoved.bam	BB2_BL__cleaned_Sorted_dupsRemoved.bam	BB2_G__cleaned_Sorted_dupsRemoved.bam	BB2_PR__cleaned_Sorted_dupsRemoved.bam	BB3_BL__cleaned_Sorted_dupsRemoved.bam	BB3_G__cleaned_Sorted_dupsRemoved.bam	BB3_PR__cleaned_Sorted_dupsRemoved.bam	BR1_BL__cleaned_Sorted_dupsRemoved.bam	BR1_G__cleaned_Sorted_dupsRemoved.bam	BR1_PR__cleaned_Sorted_dupsRemoved.bam	BR2_BL__cleaned_Sorted_dupsRemoved.bam	BR2_PR__cleaned_Sorted_dupsRemoved.bam	BR3_BL__cleaned_Sorted_dupsRemoved.bam	BR3_G__cleaned_Sorted_dupsRemoved.bam	BR3_PR__cleaned_Sorted_dupsRemoved.bam	RB1_BL__cleaned_Sorted_dupsRemoved.bam	RB1_G__cleaned_Sorted_dupsRemoved.bam	RB1_PR__cleaned_Sorted_dupsRemoved.bam	RB2_BL__cleaned_Sorted_dupsRemoved.bam	RB2_G__cleaned_Sorted_dupsRemoved.bam	RB2_PR__cleaned_Sorted_dupsRemoved.bam	RB3_BL__cleaned_Sorted_dupsRemoved.bam	RB3_G__cleaned_Sorted_dupsRemoved.bam	RB3_PR__cleaned_Sorted_dupsRemoved.bam	RR1_BL__cleaned_Sorted_dupsRemoved.bam	RR1_G__cleaned_Sorted_dupsRemoved.bam	RR1_PR__cleaned_Sorted_dupsRemoved.bam	RR2_BL__cleaned_Sorted_dupsRemoved.bam	RR2_G__cleaned_Sorted_dupsRemoved.bam	RR2_PR__cleaned_Sorted_dupsRemoved.bam	RR3_BL__cleaned_Sorted_dupsRemoved.bam	RR3_G__cleaned_Sorted_dupsRemoved.bam	RR3_PR__cleaned_Sorted_dupsRemoved.bam
SPU_007445	Scaffold3	239899	240899	-	1001	5	16	16	13	2	6	4	21	16	24	15	6	15	6	6	14	11	9	9	12	4	2	7	11	22	10	8	8	14	10	1	10	15	4	12
SPU_025665	Scaffold3	230982	231982	-	1001	19	41	31	22	5	18	12	31	47	48	39	21	28	23	21	30	20	60	25	41	26	6	40	24	45	26	28	25	35	29	6	25	31	12	22
SPU_013277	Scaffold3	281093	282093	-	1001	1	1	3	1	0	0	1	3	0	1	1	3	1	1	1	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0	0	2	1	6
SPU_012920	Scaffold3	327119	328119	+	1001	3	12	13	0	3	6	6	13	5	12	16	3	8	4	9	11	7	21	4	5	11	1	6	5	10	6	5	7	12	10	2	5	12	7	10
SPU_013278	Scaffold3	327119	328119	+	1001	3	12	13	0	3	6	6	13	5	12	16	3	8	4	9	11	7	21	4	5	11	1	6	5	10	6	5	7	12	10	2	5	12	7	10
SPU_012919	Scaffold3	380924	381924	-	1001	1	10	10	2	0	6	2	4	3	9	4	2	5	3	1	8	6	2	5	4	2	0	2	2	2	5	3	2	9	4	0	5	9	1	2
SPU_028458	Scaffold3	396052	397052	-	1001	0	10	13	5	1	0	2	5	3	7	4	2	2	2	1	4	4	7	3	5	3	2	3	3	3	2	2	2	4	4	3	5	4	2	2
SPU_012918	Scaffold3	427960	428960	-	1001	1	10	12	2	1	4	1	3	7	17	8	1	2	6	5	12	3	7	5	4	6	2	3	1	5	5	5	3	7	9	2	6	6	3	4
SPU_012921	Scaffold3	427183	428183	+	1001	4	8	8	3	2	6	6	7	6	14	8	7	9	8	3	14	8	25	9	11	8	0	13	14	9	9	12	8	9	6	4	6	13	8	10
SPU_012922	Scaffold3	435468	436468	+	1001	1	1	0	1	1	1	0	2	1	2	1	0	1	1	1	4	0	3	1	3	1	2	5	3	1	3	3	5	1	1	0	2	1	0	3
SPU_012917	Scaffold3	449513	450513	-	1001	5	22	9	14	27	13	6	13	17	10	16	10	9	8	9	19	12	29	14	11	19	0	4	9	6	3	9	11	8	22	17	16	15	5	6
SPU_021654	Scaffold3	445221	446221	-	1001	49	102	71	79	99	75	51	36	92	63	86	38	38	34	42	82	61	98	87	72	54	20	61	68	44	29	51	56	51	69	53	59	57	66	39
SPU_012923	Scaffold3	454263	455263	+	1001	72	76	48	74	45	81	84	46	59	43	81	25	33	39	54	43	41	85	38	60	32	18	50	59	42	25	52	33	36	40	42	20	53	39	29
SPU_026433	Scaffold3	457230	458230	+	1001	56	105	75	84	74	86	70	50	67	62	53	65	49	39	38	70	56	138	77	67	54	29	96	54	57	39	85	41	28	73	38	47	49	48	31
SPU_023892	Scaffold3	473908	474908	+	1001	8	6	1	35	18	3	5	0	5	10	7	1	10	2	5	4	2	6	8	7	23	1	3	6	7	3	4	6	2	10	4	4	5	5	9
SPU_025420	Scaffold3	511657	512657	+	1001	0	1	1	0	1	2	0	1	0	1	2	2	0	0	0	0	1	3	2	0	1	0	7	1	2	0	1	0	2	5	0	0	0	3	0
SPU_013001	Scaffold3	553400	554400	+	1001	12	179	88	25	258	17	12	110	293	23	157	13	157	18	46	223	153	55	27	236	154	24	97	20	205	12	178	19	141	103	24	27	158	6	177
SPU_006317	Scaffold3	697594	698594	-	1001	10	19	19	21	2	10	9	16	26	21	15	10	14	16	17	11	10	33	19	20	9	5	13	20	14	14	10	18	14	20	4	13	16	8	13
SPU_012309	Scaffold3	680102	681102	-	1001	1	6	10	2	1	0	0	7	9	6	3	3	3	5	1	2	5	1	2	5	8	1	4	2	9	7	2	2	5	6	0	6	4	5	8
SPU_014206	Scaffold3	698645	699645	-	1001	1	10	4	4	2	5	3	3	3	15	5	3	6	4	2	6	5	6	6	4	5	1	27	2	3	7	12	3	10	6	1	3	4	8	4
SPU_001665	Scaffold3	704319	705319	+	1001	0	3	0	0	0	2	2	3	4	2	3	1	0	1	1	3	0	0	2	1	1	1	0	0	1	2	1	0	1	2	0	3	1	1	1
SPU_001666	Scaffold3	728535	729535	-	1001	1	8	2	1	1	2	0	1	3	4	3	0	1	1	3	1	0	5	0	1	1	0	0	0	1	3	2	0	5	0	0	0	1	0	3
SPU_011393	Scaffold3	751970	752970	-	1001	0	2	3	0	1	0	1	0	2	2	1	0	1	4	1	0	0	5	0	1	0	0	0	0	2	1	1	1	4	1	1	0	1	3	3
SPU_011392	Scaffold3	751970	752970	-	1001	0	2	3	0	1	0	1	0	2	2	1	0	1	4	1	0	0	5	0	1	0	0	0	0	2	1	1	1	4	1	1	0	1	3	3
SPU_011391	Scaffold3	800077	801077	-	1001	0	4	1	0	0	0	0	0	1	5	1	0	0	1	0	0	1	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0
SPU_009628	Scaffold3	838186	839186	+	1001	6	14	12	9	2	5	4	9	13	27	7	3	6	10	5	5	4	16	14	6	7	2	7	6	13	12	11	5	7	6	2	7	6	2	6
SPU_012524	Scaffold3	845092	846092	+	1001	1	2	1	2	0	0	2	1	4	3	4	1	0	0	1	1	1	7	1	0	3	2	0	2	3	1	1	0	3	0	1	0	1	0	2
SPU_009629	Scaffold3	857515	858515	+	1001	3	4	2	2	6	1	2	2	0	7	3	0	1	2	0	1	2	4	4	4	3	0	1	4	2	2	2	0	8	2	4	2	2	2	1
SPU_009627	Scaffold3	885019	886019	-	1001	427	666	221	196	1013	411	235	107	389	219	478	311	70	231	145	419	151	150	475	262	399	16	294	278	181	122	251	15	267	500	254	350	243	581	331
SPU_002305	Scaffold3	901553	902553	+	1001	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	2	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1
SPU_018256	Scaffold3	901553	902553	+	1001	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	2	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1
SPU_018255	Scaffold3	960292	961292	-	1001	3	0	1	1	0	1	1	0	3	2	3	0	0	2	1	2	0	2	0	2	7	0	0	0	4	2	4	2	3	3	1	3	1	0	2
SPU_013870	Scaffold3	1054866	1055866	+	1001	4	5	10	6	2	5	5	5	5	9	4	1	3	2	5	4	1	4	4	0	1	1	0	3	3	2	4	2	5	1	1	0	0	1	2
SPU_013871	Scaffold3	1063880	1064880	+	1001	3	9	4	10	1	5	5	6	7	4	11	2	2	6	0	7	7	18	8	2	2	1	6	2	1	3	2	1	2	7	0	5	5	5	11
SPU_013872	Scaffold3	1071092	1072092	+	1001	0	2	2	0	2	0	1	3	2	0	1	0	0	2	2	1	0	2	0	0	1	1	0	0	2	3	1	0	0	2	1	0	2	1	2
SPU_013873	Scaffold3	1115378	1116378	+	1001	0	1	1	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	3	1	2	1	1	0	1	0	0
ENSRNA022746494	Scaffold3	1195329	1196329	+	1001	0	2	0	1	0	0	1	2	4	2	4	0	2	1	1	2	0	1	6	0	1	1	1	1	0	2	3	0	2	0	0	1	1	1	0
SPU_017471	Scaffold3	1206585	1207585	+	1001	0	4	2	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
SPU_005996	Scaffold3	1252241	1253241	+	1001	0	0	1	0	0	1	0	3	1	1	0	1	0	1	0	3	1	5	2	1	0	0	0	1	1	3	0	3	3	0	1	0	1	0	0
SPU_005997	Scaffold3	1276426	1277426	-	1001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	2	0	0	2
SPU_001191	Scaffold3	1283728	1284728	+	1001	8	25	22	15	3	2	12	26	28	7	5	8	6	10	11	6	11	6	19	14	13	2	22	3	16	14	23	20	11	14	0	23	15	30	14
SPU_001192	Scaffold3	1288940	1289940	+	1001	10	31	40	23	17	11	12	20	34	25	18	14	20	11	14	22	20	38	25	23	17	6	26	20	26	18	25	21	27	18	9	11	24	15	23
SPU_001193	Scaffold3	1322869	1323869	+	1001	6	19	17	40	14	16	19	22	21	20	32	6	24	5	13	20	27	49	14	27	10	2	25	8	20	27	15	14	11	19	9	20	10	9	14
SPU_026219	Scaffold3	1369014	1370014	+	1001	1	10	7	1	1	4	3	4	5	14	7	2	2	2	5	6	4	9	4	8	10	2	5	5	6	10	5	5	9	7	1	7	4	5	8
SPU_019823	Scaffold3	1409001	1410001	-	1001	6	12	9	4	2	8	2	6	14	7	7	1	5	3	5	9	1	7	2	3	7	3	2	2	9	10	4	2	10	4	0	2	4	1	5
SPU_026218	Scaffold3	1425163	1426163	-	1001	0	5	4	1	1	0	1	1	3	7	3	2	0	3	0	2	3	5	3	1	1	1	1	0	5	1	0	2	4	1	0	1	0	3	2
SPU_026217	Scaffold3	1455061	1456061	-	1001	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
SPU_026220	Scaffold3	1483749	1484749	+	1001	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	2	1	0	0	0	0	1	1	0	0	0	4	1	1	1	1	0	0
SPU_026221	Scaffold3	1507784	1508784	+	1001	6	12	8	2	0	3	3	8	8	16	8	2	4	1	3	3	3	15	4	8	6	0	3	0	4	4	7	2	5	5	6	4	2	1	3
ENSRNA022746489	Scaffold3	1516316	1517316	-	1001	0	3	1	3	3	6	1	6	1	2	4	0	2	7	1	3	3	4	4	1	2	1	4	1	3	1	3	2	8	4	1	8	7	4	1
SPU_026216	Scaffold3	1544205	1545205	-	1001	0	1	3	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SPU_026222	Scaffold3	1557701	1558701	+	1001	0	3	3	0	0	0	1	1	1	1	3	0	0	0	0	1	0	1	1	0	2	0	1	0	1	1	1	1	1	0	0	0	1	0	2
SPU_027113	Scaffold3	1559427	1560427	+	1001	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0
SPU_024087	Scaffold3	1571088	1572088	+	1001	0	3	1	1	0	0	1	2	0	3	2	0	0	4	1	0	0	5	0	1	1	2	2	2	1	1	1	1	2	0	0	0	0	0	1
SPU_000498	Scaffold3	1623663	1624663	+	1001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SPU_023525	Scaffold3	1653526	1654526	-	1001	29	48	19	17	25	48	16	11	9	19	1	8	22	14	37	29	7	21	34	19	49	26	2	14	9	30	7	16	7	46	16	32	34	1	24
SPU_022607	Scaffold3	1688534	1689534	-	1001	9	22	17	13	8	17	11	8	19	13	22	10	13	10	13	25	13	22	14	14	10	2	15	9	14	11	16	12	14	8	9	9	11	11	12
SPU_022604	Scaffold3	1688912	1689912	+	1001	4	15	12	5	3	6	5	6	16	11	14	4	7	5	11	15	6	7	7	6	5	1	4	4	6	5	6	5	10	4	6	5	7	7	9
SPU_022605	Scaffold3	1720302	1721302	+	1001	0	2	7	3	1	1	1	3	5	6	1	1	2	1	0	3	1	2	0	1	3	0	0	0	2	1	3	0	7	2	0	0	1	0	5
SPU_022606	Scaffold3	1743417	1744417	+	1001	22	60	47	28	17	31	26	33	43	55	46	22	33	19	33	51	27	56	35	47	32	9	46	33	41	33	36	39	42	40	21	36	37	21	34
SPU_023158	Scaffold3	1751678	1752678	+	1001	4	5	5	2	10	1	2	2	6	8	4	2	2	3	5	6	4	8	1	4	2	0	1	2	0	1	0	1	1	4	1	1	3	3	2
SPU_026383	Scaffold3	1789137	1790137	+	1001	2	1	2	2	0	0	1	2	1	2	3	2	0	0	0	3	2	2	2	0	1	0	1	0	3	2	2	1	3	4	0	1	2	1	1
SPU_022446	Scaffold3	1793571	1794571	+	1001	2	18	17	6	0	8	6	8	12	12	5	5	4	10	4	5	4	14	7	7	9	2	2	6	10	6	5	4	11	6	0	3	11	4	12
SPU_022447	Scaffold3	1815670	1816670	+	1001	4	1	0	1	0	1	0	2	1	1	1	0	0	2	1	2	3	11	1	3	1	1	1	1	6	4	1	0	4	2	0	1	1	1	5
SPU_014604	Scaffold3	1823865	1824865	+	1001	1	6	8	2	2	3	4	2	7	12	6	1	7	2	1	4	6	9	6	1	2	3	1	3	6	5	5	2	8	2	2	4	5	6	6
SPU_000177	Scaffold3	1839682	1840682	+	1001	0	4	3	4	1	5	3	4	5	9	2	2	7	0	0	4	6	8	1	12	4	3	3	1	2	1	3	1	4	5	0	0	2	0	2
SPU_000178	Scaffold3	1910408	1911408	-	1001	2	10	12	3	0	1	4	9	11	17	8	2	4	2	5	5	2	15	10	3	7	1	4	5	9	3	5	9	16	4	5	3	9	2	6
SPU_028530	Scaffold3	1918707	1919707	-	1001	10	34	25	13	3	7	15	28	23	43	21	9	14	15	10	18	21	33	18	10	19	1	8	14	19	18	16	13	23	11	2	20	24	10	18
SPU_028531	Scaffold3	1921264	1922264	+	1001	31	48	37	42	18	23	29	43	53	47	53	27	40	23	30	40	34	50	39	34	45	4	26	40	46	33	33	47	33	43	21	34	26	32	28
SPU_028532	Scaffold3	1944121	1945121	+	1001	4	7	8	2	0	0	6	11	6	11	2	2	5	2	4	2	1	3	3	3	4	1	1	1	5	2	9	0	4	8	2	2	4	7	4
SPU_028529	Scaffold3	1952366	1953366	-	1001	0	0	1	3	9	1	0	3	0	4	4	1	12	1	4	2	4	5	6	0	0	0	1	1	4	4	8	1	2	8	0	3	4	0	4
SPU_014821	Scaffold3	1973624	1974624	-	1001	9	23	27	20	3	18	10	16	24	23	14	9	9	8	20	14	19	32	18	17	14	9	16	10	21	17	11	14	16	13	3	19	12	11	10
SPU_014820	Scaffold3	1982651	1983651	-	1001	5	8	10	5	0	0	7	6	3	17	3	0	6	7	4	3	1	7	5	0	8	0	4	2	3	3	9	2	8	3	1	5	6	5	8
SPU_014819	Scaffold3	1987412	1988412	+	1001	0	4	6	0	1	0	0	1	4	3	1	1	0	0	0	2	1	0	0	1	3	0	1	0	2	3	0	1	3	2	1	1	2	3	1
SPU_009771	Scaffold3	2073463	2074463	+	1001	0	1	0	1	1	0	0	3	3	3	1	0	0	0	1	0	1	1	0	0	3	0	1	0	0	0	0	0	3	2	0	0	0	2	0
SPU_009772	Scaffold3	2131272	2132272	+	1001	2	4	3	1	1	2	1	3	0	5	4	1	1	0	2	1	2	5	1	5	8	1	2	2	1	4	3	2	2	0	1	2	3	3	2
SPU_018273	Scaffold3	2135287	2136287	+	1001	8	22	21	17	8	22	19	21	23	27	19	5	11	10	12	15	17	44	12	22	12	4	25	9	23	12	12	17	29	11	2	12	14	6	20
SPU_009770	Scaffold3	2150044	2151044	-	1001	43	18	11	12	1	14	10	6	13	18	20	15	5	4	18	19	16	26	13	5	10	2	7	30	20	23	11	9	7	13	6	11	6	13	18
SPU_018272	Scaffold3	2172802	2173802	-	1001	0	2	6	0	0	3	4	4	5	6	1	1	0	2	1	3	2	12	17	6	10	3	5	5	12	5	10	6	6	8	5	7	8	5	12
SPU_018271	Scaffold3	2189931	2190931	-	1001	11	21	10	12	17	12	4	16	17	17	14	11	7	10	5	15	10	13	15	11	14	4	5	9	18	11	13	14	15	16	3	15	19	11	12
SPU_018270	Scaffold3	2207860	2208860	-	1001	11	32	23	12	2	11	13	25	22	24	20	18	15	12	13	16	21	25	9	18	22	2	11	14	23	14	16	21	22	6	5	14	16	13	19
SPU_012083	Scaffold3	2235552	2236552	+	1001	0	8	7	2	0	2	1	7	7	11	22	0	4	1	1	1	3	24	3	3	8	0	1	3	2	1	5	2	15	7	1	1	4	2	10
SPU_012082	Scaffold3	2247671	2248671	-	1001	4	14	14	10	8	3	9	11	8	18	14	6	12	5	9	9	15	32	8	9	11	2	8	13	12	16	9	11	9	5	0	4	6	4	10
SPU_012081	Scaffold3	2269995	2270995	-	1001	0	0	1	0	2	0	0	1	3	1	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	1	0
SPU_012080	Scaffold3	2284293	2285293	-	1001	1	12	6	5	3	1	3	6	5	19	9	2	5	4	4	6	4	7	10	2	3	0	2	4	4	6	7	7	10	10	1	3	7	2	4
SPU_012084	Scaffold3	2292765	2293765	+	1001	2	6	9	6	0	1	3	5	2	10	5	1	4	10	6	0	1	9	3	2	3	1	0	3	2	2	4	8	4	5	3	2	5	2	3
SPU_021212	Scaffold10	111328	112328	-	1001	5	6	19	4	2	9	5	13	12	12	6	3	7	1	5	7	3	29	8	4	8	4	2	2	9	7	7	6	8	5	4	4	12	3	4
SPU_005112	Scaffold10	146752	147752	-	1001	2	5	7	2	2	0	3	6	2	1	7	1	2	0	1	7	2	5	6	2	3	1	9	3	9	4	5	3	6	1	1	3	4	6	2
SPU_005663	Scaffold10	148108	149108	-	1001	4	3	1	0	0	1	2	3	1	4	6	1	2	1	3	1	2	9	1	0	2	0	3	0	1	3	1	4	3	0	0	1	4	2	2
SPU_021209	Scaffold10	157172	158172	+	1001	1	3	2	2	2	3	6	4	2	0	3	2	1	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_011739	Scaffold10	172277	173277	+	1001	16	24	12	9	0	15	9	6	4	2	1	7	9	2	11	18	7	25	8	10	17	1	14	3	6	2	9	9	5	16	6	10	1	3	7
SPU_017979	Scaffold10	218821	219821	-	1001	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SPU_014853	Scaffold10	274816	275816	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SPU_002469	Scaffold10	282697	283697	-	1001	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SPU_020397	Scaffold10	305577	306577	-	1001	0	5	3	3	1	0	0	2	5	2	1	0	1	1	2	1	2	4	1	1	1	0	0	0	1	2	0	0	4	3	0	1	0	1	1
SPU_020396	Scaffold10	309276	310276	-	1001	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SPU_020395	Scaffold10	317019	318019	-	1001	3	22	16	5	0	5	2	12	16	16	10	8	6	2	1	4	11	16	7	4	4	0	2	8	6	8	3	5	14	12	2	7	9	1	5
SPU_021672	Scaffold10	312394	313394	-	1001	5	16	6	5	6	6	6	3	9	6	9	4	4	3	2	1	4	14	12	2	14	2	2	6	4	5	3	0	5	7	2	0	3	3	6
SPU_020829	Scaffold10	332873	333873	+	1001	0	6	19	17	8	22	28	10	15	5	16	11	13	4	14	13	5	49	9	16	5	15	16	10	10	3	7	3	14	21	2	15	9	2	4
SPU_000794	Scaffold10	400391	401391	+	1001	6	16	23	17	4	8	8	22	23	22	15	14	16	6	9	24	13	19	12	17	17	1	10	9	16	15	13	14	17	12	2	12	16	5	17
SPU_023770	Scaffold10	435528	436528	+	1001	14	14	14	12	26	9	11	6	15	26	7	5	7	5	7	15	8	23	8	5	10	1	13	10	13	15	13	11	17	12	4	7	13	5	9
SPU_000793	Scaffold10	456169	457169	-	1001	25	47	38	38	10	27	21	29	42	35	39	20	31	25	24	37	33	64	43	43	33	12	39	32	48	28	26	26	36	35	14	28	23	25	31
SPU_000795	Scaffold10	461761	462761	+	1001	0	2	4	2	1	1	0	1	3	0	0	0	1	1	0	0	0	4	0	0	1	0	0	0	1	1	2	2	2	0	0	0	0	0	0
SPU_000796	Scaffold10	472404	473404	+	1001	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	4	0	0	0	0	2	0
SPU_000797	Scaffold10	480877	481877	+	1001	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPU_000798	Scaffold10	513977	514977	+	1001	0	2	1	0	0	0	0	0	2	0	0	0	1	2	0	1	0	1	1	0	0	0	0	1	1	0	0	0	3	1	0	0	2	0	2
SPU_000792	Scaffold10	589183	590183	-	1001	2	1	1	1	1	2	0	1	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SPU_000799	Scaffold10	594334	595334	+	1001	16	8	1	2	0	1	3	7	8	10	4	2	3	1	2	3	2	7	3	3	2	1	3	2	4	1	6	6	13	3	4	1	5	0	2
SPU_000800	Scaffold10	615536	616536	+	1001	15	6	16	10	1	4	4	10	9	8	4	3	5	5	5	10	4	8	6	11	3	0	5	3	9	6	3	5	10	6	0	7	4	3	5
SPU_013064	Scaffold10	669661	670661	+	1001	5	16	9	7	0	13	9	6	9	13	17	6	7	6	5	11	8	32	10	10	10	3	18	5	26	10	2	5	13	10	2	9	12	4	8
SPU_020053	Scaffold10	676408	677408	+	1001	1	10	8	1	1	0	5	6	6	4	3	1	4	3	3	4	1	9	3	0	2	2	1	0	4	1	1	1	8	5	2	2	2	2	1
SPU_020073	Scaffold10	715671	716671	-	1001	0	4	1	0	0	2	0	3	2	7	3	1	0	2	5	3	0	1	2	3	3	0	2	0	1	7	1	2	2	1	1	1	2	3	3
SPU_020054	Scaffold10	719299	720299	+	1001	1	6	15	2	0	2	2	4	15	9	7	1	2	6	7	9	3	7	2	2	2	0	5	8	9	7	6	6	4	3	0	7	6	3	4
SPU_020055	Scaffold10	812132	813132	+	1001	7	10	11	4	2	5	6	4	3	4	8	0	4	10	3	3	9	10	3	9	7	0	3	6	4	1	4	2	3	5	4	3	3	3	5
SPU_020056	Scaffold10	822892	823892	+	1001	0	5	4	4	0	0	5	7	5	17	4	1	3	2	5	9	9	13	7	1	9	2	0	4	11	4	4	6	9	6	0	4	1	1	8
SPU_020072	Scaffold10	841109	842109	-	1001	4	12	10	9	3	6	7	18	9	21	10	8	6	8	6	8	4	10	3	10	8	1	5	3	9	3	1	5	3	3	2	4	8	5	8
SPU_020057	Scaffold10	839204	840204	+	1001	0	5	4	1	3	6	10	6	14	8	9	7	8	2	4	13	5	15	12	15	6	0	5	11	8	6	5	8	11	8	11	7	6	3	9
SPU_020058	Scaffold10	844764	845764	+	1001	2	22	10	14	6	12	6	15	12	13	8	4	9	6	8	15	16	30	10	15	7	3	19	11	8	10	13	10	10	8	5	8	11	13	10
SPU_020071	Scaffold10	869952	870952	-	1001	45	80	76	86	50	74	61	48	69	53	82	31	72	49	60	90	71	106	83	73	58	23	65	74	80	46	79	62	51	72	43	51	61	69	56
SPU_006065	Scaffold10	861731	862731	+	1001	1	1	0	0	0	0	1	1	2	2	1	0	0	0	1	0	0	4	1	1	3	0	2	0	3	1	2	0	2	1	0	0	3	1	1
SPU_020070	Scaffold10	933404	934404	-	1001	4	11	14	8	6	2	4	9	14	11	9	5	6	5	3	7	4	22	6	5	10	1	4	6	10	8	4	7	13	6	2	8	5	4	8
SPU_008827	Scaffold10	950433	951433	+	1001	0	16	3	4	6	5	7	6	11	9	3	2	13	0	7	10	7	16	5	4	7	1	6	4	9	0	3	3	7	5	5	7	4	3	7
SPU_008828	Scaffold10	966813	967813	-	1001	3	20	19	14	6	13	9	14	14	23	14	11	12	9	16	21	13	22	13	10	6	2	14	8	16	13	14	10	20	10	5	10	8	9	14
